276,NSK Bearing 6302,1
277,NSK Bearing 6202,7
278,NSK Bearing 6203,7
279,NSK Bearing 6204,6
280,NSK Bearing 6303,6
281,NSK Bearing 6205,1
282,NSK Bearing 6004,3
283,KG Bearing 6205,2
284,NSK Bearing 6305,6
285,NSK Bearing 6208,1
286,waire Proof (E10-1210),1
287,Clipsal DP Switch Two Gang with Neao,11
288,Clipsal Flush Switch Two Gang One Way,9
289,Clipsal Switch Socket Outlet 15MP,8
290,Clipsal Flush Switch Single Gang One way,8
291,Clipsal Switch Socket Outlet Twin 13mp,14
292,Clipsal Connection Socket single,7
293,Square-D Pressure Switch,5
294,Elettro Pronto Pressure Switch EP-02,1
295,Elettro Pronto Pressure Switch ItalyS,1
296,Novex Socket 1 Way 1 Gang W/P 13MP,9
297,Novex Switch 2Gang 2Way,6
298,Novex Bell Switch 1Gang Waterproof,8
299,Hager Breaker 10MP,3
300,Hager Breaker 32MP,3
301,Hager Breaker 20MP,4
302,Magnetic Motor Starter,1
303,Novex Socket SW Trailing 2 Gang 13MP,6
304,Novex Switch 1Gang 1Way,45
305,Novex Switch 2Gang 1Way 3x3,48
306,Novex Switch 4Gang 1Way,11
307,Novex Switch 3Gang 1Way,45
308,Novex Switch 3Gang W/P 10 Amp,1
309,Novex S/S 13AMP Dubble,14
310,Novex S/S 13 Amp,21
311,Novex Lamp Holder (B 22),10
312,Novex S/S 15AMP,9
313,Osaka PVC Tape,271
314,Gamsa PVC Tape,10
315,Novex Switch 6 Gang 3x6,18
316,Novex A type 2 gang Rj408 position 8 wire,18
317,Aramaix Wash Basin Mixer 2 Hole,3
318,Hesanit Wash Basin Mixer Single Lever,1
319,Novex Mix Switches,12
320,Novex TV Socket 1Gang,39
321,Circuler Box Cover Round,42
322,Motor Starter China 15/DZ,1
323,Novex Tel Socket 1Gang,40
324,Novex Blank Plate 1Gang 3x3,45
325,Novex Switch 10AMP 3Gang 1Way,5
326,Novex Switch Box Cover 3/3,65
327,Novex Bell Push,8
328,Novex Switch 20AMP 1Gang Double Pole,10
329,Novex Telephone Socket 2Gang Scendry,11
330,Novex Switch 20AMP 1Gang Double Pole,10
331,Klostar Round Wiring Clip (18),10
332,Klostar Wire Clip Round (14),10
333,Klostar Wire Clip Round (10),8
334,Klostar Wire Clip Round (12),10
335,Klostar Wire Clip Round (8),9
336,Klostar Wire Clip Round (7),8
337,Klostar Wire Clip Round (6),9
338,Klostar Wire Clip Round (5),9
339,Klostar Wire Clip Round (4),9
340,Klostar Wire Clip Round (20),3
341,LWD Wire Clip (4.0),3
342,Klostar Wiring Clip Round (9),10
343,Klostar Wiring Clip Round S (12),2
344,Novex GI Box 3/3,25
345,NovexGI Box 3/6,5
346,Klostar PVC Box 3/3,12
347,Multi Plug 2 Pin,6
348,D&B 15AMP Multy Plug,11
349,China Plug 13 Amp,12
350,Kistenmacher W/P Isolater 20 Amp SP,2
351,Novex 13Amp Plug,43
352,Zilco 13 Amp Multy Plug,9
353,Brillint Iron Plug,4
354,Bolton Iron Plug With Switch,10
355,Novex Adapter 13AMP 3Way,8
356,Royal Tester Small,48
357,Royal Tester Large,85
358,Digiton Bell Remote Control,1
359,Novex Starter S 10,108
360,Novex Energy Saver 30W,10
361,Novex Mercury Lamp 160W,5
362,Novex Mercury Lamp 250W,12
363,Novex Mercury Lamp 500W,1
364,Rado Door bell,6
365,Cooker Socket 45AMP 3Gang,1
366,Khaleegia Door Bell,1
367,Excel Electronic Door Bell,2
368,Novex Door bell,2
369,Silver Door Bell Variable,2
370,Silver Door Bell Single,1
371,Omex Door Bell 4411,4
372,Omex Door Bell 4412,1
373,Omex Door Bell 4413,1
374,Unknown Door Bell,2
375,Novex Met/H Daylight 400W E40,4
376,XXX,0
377,Omex Met/H Daylight 400W,1
378,Emergency Light,2
379,Novex D/L 11W E27 3U,19
380,Novex D/L 13W 2Pin,27
381,Dichro Tester small,1
382,Novex Bulb 100W E27 Frosted,60
383,Novex Bulb 60W E27 Frosted,11
384,Novex Bulb 60W B22 Clear,5
385,Novex Lamp 100W B22 Clear,18
386,Novex Energy Saver 13W,13
387,FullWat Energy Saver 13W 2u 2pin,25
388,Dura Energy Saver 26W,1
389,Snowlite S/S 13AMP 2Gang,2
390,Snowlite S/S Round-Pin 15Amp,10
391,Snowlite S/S 13AMP 1 Gang,2
392,C/P Elbow 1/2”,45
393,Novex Energy Saver 16W Daylight,1
394,Myga Energy Saver 11W,1
395,Bossini Handle Valve 2.5in,2
396,Osram Sodium Lamp 70W,1
397,Librite Energy Saver 9W,2
398,Excel Energy Saver 23W Mini E27,4
399,Novex Energy Saver 18W,44
400,Toxly UV Lamp,4
401,Novex Candle Lamp 40W E27,5
402,Philips Candle Lamp 40W E14,1
403,Novex Energy Saver 11W,7
404,Dupro Refrigerator Lamp 15W,7
405,Novex Daylight Spirel 26W E27,10
406,Novex Daylight 3U 20W E27,9
407,Novex Daylight 2U 9W E14,8
408,Novex Fluorescent 2U 26W 2pin,1
409,Novex Energy Saver 30W Daylight E27,11
410,Eurolite D/L18 W 3U,4
411,Novex E/S D/L 15W E27 3U,1
412,Cometstar Lamp 5W E27,27
413,Novex Lamp 5W E27,22
414,Novex Candel Lamp 60W E14,11
415,Novex Candel Lamp 40W E 27,42
416,Solelux Halogen Lamp 1500W,3
417,Solelux Halogen Lamp 1000W,2
418,Solelux Halogen Lamp 500W,1
419,Dura E/S 18W 4U E 27,1
420,Snowlite Energy Saver 26W E27,8
421,Novex Halogen Lamp 500W,11
422,Novex Elect Choke 50W 12V,7
423,APCO Pressure Control Kit Vertical,28
424,Novex D/L Round 32W,6
425,PPR Machine Box 1-2in,1
426,Atlas W/F Mob,1
427,China Wash Basin Mixer Lever Crystal,1
428,Atlas Water Filter Double,1
429,Snowlite Ventilation Fan 6in Round,0
430,Younas Ventilation Fan 8in Round,2
431,Khaleegia Ventilation Fan 9in AutoShutter,1
432,Shams Ventilation Fan 8 in Round,1
433,Elettro Pronto Float Switch,3
434,Pak Ventilation Fan 8in Round,1
435,Pak Ven/Fan Round 8 in,1
436,Templair Ventilation Fan Round 6in,1
437,Kenwel Ventilation Fan Square6in,1
438,Atlas Water Filter Single,6
439,So-Safe Water Filter Single,1
440,Astron Ventilation Fan 6in Round,1
441,Younas Ventilation Fan 6in Round,4
442,Myga Ventilation Fan 6in Round,2
443,Avon Exhaust Fan 6in Round,1
444,XXX,0
445,Fullwat Round Bulb,1
446,Khaleegia Ventilation Fan Plastic Round 6in(K-C6),3
447,Khaleegia Ventilation Fan K-M6,1
448,Pak Exhaust Fan Metal with Grill Square 8in,1
449,Kenwel Ventilation Fan Plastic Square grill K-K6,1
450,Pak ventilation Fan Plastic Round 8in,11
451,Tracon Exhaust Fan Auto Shutter 6in,1
452,Spirex Ventilation Fan 8in Round NR-20,2
453,Novex Water Heater Outlet,8
454,Saynora Ventilation Fan 6in Round,1
455,Hayashi Ventilation Fan KM-AD8,1
456,Hayashi Ventilation Fan (17Hcv),1
457,Kenwel Duct Fan (kn-K6),1
458,CP Jali (Blue) 6X6,7
459,Spray Paint White,1
460,Spray Paint Grey,1
461,Spray Paint Black,1
462,Espa Submersible Pump 1HP 8x0.5in Deepwell,2
463,General Fitting Handle Valve 3in,1
464,General Fitting Handle Valve 4in,1
465,GSESCO Jali 8x8in PVC 3P,8
466,Local Jali 6x6in PVC 3P,33
467,Jali 6x6in CP xP,16
468,Jali 3x3in PVC xP,2
469,Jali XxXin PVC xP,2
470,Aqua Floor drain with cover,1
471,Paper Holder Box,1
472,GSESCO Jali 6x6in PVC 3P,1
473,Local Jali 4x4in PVC,2
474,Local Jali 3x3in PVC,9
475,Euro Foot Valve 4in Brass,9
476,Pegler Foot Valve 3in Brass,1
477,XXX,0
478,Euro Foot Valve 2.5in,2
479,XX NR Valve 3in Brass,2
480,XX NR Valve 2.5in Brass,2
481,XX Check Valve 4in,1
482,XX Check Valve 3in,1
483,XX Foot Valve 3in Brass,1
484,PlasPlugs Wallpaper Stripper,1
485,Wash Basin Mixer Clinical,2
486,General Fitting Handle Valve 2in,4
487,General Fitting Handle Valve 1.5in,3
488,Markers Water Pump 0.5HP,5
489,Sanwa Bibcock 0.5in Handle Hose,39
490,Novex Daylight 16W E27,23
491,MJM Pump,1
492,Aqua Acid Su 5KG,7
493,Valeri Water Pump 1HP,5
494,Prakash Water Pump 0.5HP,4
495,Kistenmacher Water Pump 0.5HP,7
496,Pak Louver Fan 16in,1
497,Rustaq Wall Fan 16in,1
498,Danway Router / Trimmer,1
499,Astron Water Pump 1HP,1
500,Younas Wall Fan 16in,1
501,Al-Ahmed Wall Fan 18in,1
502,Younas Wall Fan 18in,2
503,Insect Killer,1
504,Buraq Exhaust Fan 12in Metal,1
505,Pak Donkey Pump 1HP,1
506,Calpeda Swimming Pool Water Pump 1HP,1
507,Heeco float control,1
508,Buraq Wall Fan 16in,1
509,XXX,0
510,Tracon Ceiling Fan Duct Type 8”,1
511,Solar Fan China,1
512,China Motor 4HP 1400RPM 3PH,2
513,Calpeda Water Pump 2.5HP,1
514,Al-Ahmed Pedestal Fan 18in,1
515,GFC Pedestal Fan 24in 2-Blade,1
516,Khaleegia Pedestal Fan 30in 3-Blade,1
517,GFC Pedestal Fan 24in 4-Blade,1
518,GFC Table Fan Medium,1
519,Pak Table Fan 16in,2
520,Calpeda 7.5HP Centrifugal NM65-12CC,1
521,Calpeda 7.5HP Centrifugal NM40-20BE,1
522,AquaStar Water Pump 2HP 2X2,2
523,Calpeda Water Pump Vertical (Only Pump ),1
524,Calpeda Water Motor Vertical 7.5HP (Only Pump),1
525,CNP Vertical Water Pump 3KW CDLF 8-8,1
526,Daly Water Pump CDLF 8-140,1
527,CNP CDLF 16-5,1
528,Prakash Submersible Water Pump 1.5HP,1
529,Prakash Submersible Water Pump 2HP,2
530,Prakash Submersible Water Pump 1HP,2
531,CRI Submersible 1.5HP Comp,1
532,CRI Submersible 1HP Uncomp,1
533,CRI Submersible 1.5HP Uncomp,2
534,Tile Cutter,1
535,CRI Drain Pump 0.5KW,1
536,Pedllo Water Pump 1HP,1
537,Sara Submersible Water Pump 1HP,1
538,Xtra Drain Pump 1HP,1
539,Daly CDLF Water Pump 16-80,1
540,Khaleegia Ventilating Fan 4in K-N4,2
541,Khaleegia Ventilating Fan 9in K-M9,1
542,CNP CDLF 16-12,1
543,Ariston Water Heater Vertical 50L,1
544,Ferrali Water Heater Vertical 50L,1
545,Door Sheet,1
546,Paltex Kit,2
547,GMSA Contact Adhesive Glue,2
548,Bul Bond,1
549,Comap Gas Regulator HP,1
550,KED Brooke Round Ventilating Fan 6in,1
551,Faisal Ceiling Fan,1
552,Myga Jazz Ceiling Fan,1
553,Pak Ventilating Fan P-4,3
554,Makita Drill Machine HR2440,2
555,GFC Ceiling Fan 56in,1
556,PM Sattaf,1
557,Zilco Magnetic Switch,1
558,Starter Box,1
559,Hayashi Ceiling Fan 48in,1
560,Nuoua Shattaf,2
561,Kistanmacher Shattaf Germany,10
562,Unique Shower Head 4-Function,8
563,Jomix Short Box,3
564,LogicPress Pressure Kit Set M PFLP-20301,2
565,Gulf Ceiling Fan 56in,1
566,Khaleegia Ceiling Fan 56in,1
567,GFC Galaxy Fan,1
568,Lucus Drill Machine Large,1
569,Lucus Drill Machine Small,1
570,Lupas Drill Machine 10mm,1
571,Lupus Drill Machine 13mm,2
572,Hongdao Angle Grinder 180m,1
573,Spray Gun,1
574,Novex Fluorescent Lamp 32W Cricular,4
575,Mika Fluorescent Lamp 22W Circular,1
576,Aqua Plumber Drain Cleaning Tool,1
577,Nakai Ventilating Fan Window/Glass,1
578,Zilco Circuit Breaker Earth Leakage 4P,2
579,Novex Switch Socket Boiler W/P,3
580,Hager ELCB 40x300 HP,1
581,LS ELCB 63A 4P,1
582,Brush 2.5 64mm,2
583,AquaStar Water Pump 0.5HP Medium Body,2
584,AquasStar Water Pump 0.5HP Small body,1
585,CRI Water Pump 0.5HP Small,1
586,Harday Water Pump 1HP,1
587,XXX,0
588,Kirloskar Water Pump 1HP,1
589,Korex Water Pump 1HP 1X1,1
590,Espa Water Pump 1HP,3
591,Fisher Water Pump 1HP,1
592,Spray WD-40,2
593,Speroni Water Pump 1HP,1
594,Nocchi Water Pump 1HP,1
595,Calpeda Drain Pump 0.75HP GM10,3
596,Nocchi Oil Pump 1HP,1
597,SM 3 Phase Induction Motor 2HP,1
598,MG2 3 Phase Induction Motor 3HP,1
599,MG2 3 Phase Induction Motor 2HP,1
600,AGE 3 Phase Induction Motor 1.5HP,1
601,Pak Wall Fan 18in,0
602,Daly Water Pump 2HP,1
603,Daly Water Pump 1HP,1
604,Speroni Water Pump 1HP,1
605,Pantex Water Pump 1HP,1
606,Comet Star Candle Lamp 40W,7
607,Carbon Candle,1
608,PVC House Pipe,4
609,CP Jali 2in,49
610,Britmax Tube Fitting 2x20,5
611,Megalite mirror light 1x20,1
612,Shamas Tube Fitting 1x20,7
613,Sicher Tube Fitting 1x20,3
614,KED Brooke Tube Fitting 120,5
615,Britania Tube Fitting 1x20,10
616,Novex Tube Fitting 120,9
617,Philips Tube Fitting 1x20,10
618,Unknown Tube Fitting 1x20,1
619,Pierlite Tube Fitting 1x20,1
620,CP Jali 2in,1
621,Belt A-29,12
622,Belt A-60,1
623,Belt A-51,2
624,Belt A-55,8
625,Belt A-35,1
626,Belt A-39,5
627,Belt A-34,22
628,Belt A-25,10
629,Belt A-24,10
630,Belt A-27,5
631,Belt A-39,5
632,Belt A-40,4
633,Belt A-37,8
634,Belt A-41,10
635,Belt Z-39,6
636,Belt A-43,2
637,Belt A-32,4
638,Belt Z-28,2
639,Belt Z-27,2
640,Belt Z-33,7
641,Belt B-50,1
642,Belt B-41,3
643,Belt B-33,2
644,Belt M-34,4
645,Belt A-42,2
646,Belt M-25,6
647,Belt A-45,5
648,Belt A-44,5
649,Belt A-42,6
650,Belt A-46,1
651,Belt A-18,3
652,Belt A-33,12
653,Belt A-28,15
654,Belt M-37,6
655,Belt M-18,7
656,Belt A-20,3
657,Belt A-22,5
658,Belt M-22,2
659,Belt Z-23,1
660,Belt B-126/51,6
661,Belt A-38,7
662,Belt B-88,2
663,Belt B-33,3
664,Belt Z-36,6
665,Belt A-36,2
666,Belt B-38,12
667,Belt A-30,8
668,Belt A-31,3
669,Belt M-27,6
670,Belt A-43,5
671,Belt M-33,7
672,Belt Z-37,5
673,Belt A-23,4
674,Belt M-32,17
675,Belt Z-40,4
676,Belt Z-54,3
677,Belt A-26,2
678,Belt M-40,2
679,Belt M-38,4
680,Belt M-36,2
681,Belt Z-29,7
682,Belt M-52,2
683,Belt Z-38,6
684,Belt Z-26,1
685,Belt M-26,6
686,Belt B-39,1
687,Belt A-19,1
688,XXX,0
689,Belt Fm-31,1
690,Belt A22/Z23/A23/A33/A40/A39,6
691,Belt Unknown,5
692,PM Sink Mixer Double Handle,4
693,Crompton Tube Rod 4FT,8
694,Philips Tube Rod 4FT,6
695,Philips Tube Fitting 4FT,4
696,Door Max Tube Fitting 4FT 240,1
697,Novex Tube Fitting 4FT 240,3
698,Royal Tube Fitting Water Proof,2
699,Novex Tube Fitting 4FT 140,8
700,Ashford Tube Fitting Single 136W,2
701,Telex Fitting Water Proof (F7136WP),1
702,Tuve Fitting 2FT 240V 50Hz,1
703,DB Box PVC,2
704,Novex Tube Fitting 2FT 120,6
705,Emkay Tube Rod Yellow,8
706,Britcom Tube Fitting 1x18,1
707,Novex Ceiling Rose,2
708,Pierlite Channel Tube Fitting 1x18,6
709,Mika Fluorescent Lamp 4FT,6
710,Britania Fluorescent Tube 4FT,1
711,Emkay Tube Rod 2FT Green,20
712,Novex Fluorescent Tube 2FT 18W,3
713,Compton Fluorescent Tube 2FT 18W,2
714,Philips Fluorescent Tube 2FT 18W,1
715,Marshal Fluorescent Tube 2FT 18W,1
716,Osram Fluorescent Tube 2FT 18W,6
717,MaxLux Fluorescent Lamp 8W F6T5,3
718,MaxLux Fluorescent Lamp 10W F6T5,1
719,Atlas Basin Mixer Single Hole,1
720,Jomix Shattaf,4
721,Flush Valve xxxx,5
722,PM Shower Head Chrome Plated,3
723,Gromix Bath Mixer Single Lever,1
724,Quromta Bath Mixer Single Lever,1
725,Techno Mix Bath Mixer Single Lever,1
726,PPR Pipe System Welding Device,1
727,Kistenmacher Angle Valve 0.5x0.5in,18
728,PM Sink Mixer Single Lever A03,3
729,Royal Basin Mixer Single Knob,1
730,Royal Bath Mixer 5001-1,5
731,PM Wash Basin Double Handle,1
732,Windmix Sink Mixer,9
733,MAFF Exhaust Fan Round,1
734,Deltamix Bidet Mixer,1
735,CRI Pump 1HP CTSS-8107M,1
736,Parakash Pump 2.0/1.5HP,1
737,CRI Pump 1HP CTB-18E/15M,1
738,Valeri Pump 1.5HP VP-150,1
739,Valeri Pump 1.5HP VP-160/2,2
740,Parakash Pump 1.0/0.75 PCP 10,4
741,Valeri Pump 0.5HP VP-50,4
742,Calpeda Pump NMM 2/A/A,1
743,Sicher Basin Mixer,2
744,Joflex Shattaf,3
745,Bosani Shattaf,1
746,GI Tee 4in Thai,3
747,GI Tee 4in China,2
748,GI Flange 4in,2
749,GI Elbow 4in China,7
750,GI Reducer Socket 4x3in Thai,2
751,GI Reducer Socket 4x2in Thai,2
752,GI Reducer Bush 4x3in Thai,2
753,GI Reducer Bush 4x1.5in,1
754,GI Flange 3in,2
755,GI Flange 2in,2
756,GI Flange 2.5in,2
757,GI Flange 1.25in,4
758,GI Flange 1in,4
759,GI Flange 1.5in,2
760,GI Flange 0.5in,4
761,GI Flange 0.75in,4
762,XX Flange 1.5in High Pressure,3
763,GI Socket 4in,2
764,GI Nipple 4in,1
765,GI Elbow 4in Thai,2
766,GI Union 4in Thai,1
767,GI Plagk 4in Thai,2
768,GI Elbow 3in China,4
769,GI Elbow 3in Thai,1
770,GI Elbow 45 3in Thai,1
771,GI Union 3in Thai,5
772,GI Nipple 3in China,6
773,GI Nipple 3in Thai,1
774,GI Plagk 3in China,7
775,GI Reducer Bush 3x2.5in Thai,5
